sample_num,left_count,right_count
Logging stopped. Total samples: 3000, Time: 30000 ms
1650,1076,43750
1651,1030,43790
1652,986,43830
1653,941,43870
1654,896,43910
1655,851,43950
1656,806,43990
1657,762,44030
1658,717,44070
1659,672,44110
1660,627,44150
1661,582,44190
1662,537,44230
1663,492,44270
1664,448,44310
1665,402,44350
1666,358,44390
1667,313,44430
1668,268,44470
1669,223,44510
1670,178,44550
1671,133,44590
1672,88,44630
1673,43,44670
1674,65534,44710
1675,65490,44750
1676,65445,44790
1677,65400,44830
1678,65355,44870
1679,65310,44910
1680,65265,44950
1681,65220,44990
1682,65175,45030
1683,65130,45070
1684,65086,45110
1685,65040,45150
1686,64996,45190
1687,64951,45230
1688,64906,45270
1689,64861,45310
1690,64816,45350
1691,64771,45390
1692,64726,45430
1693,64682,45470
1694,64637,45510
1695,64592,45550
1696,64547,45590
1697,64502,45630
1698,64457,45670
1699,64412,45710
1700,64368,45750
1701,64323,45790
1702,64278,45830
1703,64233,45870
1704,64188,45910
1705,64143,45950
1706,64098,45990
1707,64054,46030
1708,64009,46070
1709,63964,46110
1710,63919,46150
1711,63874,46190
1712,63829,46230
1713,63784,46270
1714,63740,46310
1715,63695,46350
1716,63650,46390
1717,63605,46430
1718,63560,46470
1719,63515,46510
1720,63470,46550
1721,63425,46590
1722,63380,46630
1723,63336,46670
1724,63290,46710
1725,63246,46750
1726,63201,46790
1727,63156,46830
1728,63111,46870
1729,63066,46910
1730,63022,46950
1731,62977,46990
1732,62932,47030
1733,62887,47070
1734,62842,47110
1735,62797,47150
1736,62752,47190
1737,62708,47230
1738,62662,47270
1739,62618,47310
1740,62573,47350
1741,62528,47390
1742,62483,47430
1743,62438,47470
1744,62393,47510
1745,62348,47550
1746,62304,47590
1747,62259,47630
1748,62214,47670
1749,62169,47710
1750,62124,47750
1751,62079,47790
1752,62034,47830
1753,61990,47870
1754,61945,47910
1755,61900,47949
1756,61855,47989
1757,61810,48029
1758,61765,48069
1759,61720,48109
1760,61676,48149
1761,61631,48189
1762,61586,48229
1763,61541,48269
1764,61496,48309
1765,61452,48349
1766,61407,48389
1767,61362,48429
1768,61317,48469
1769,61272,48509
1770,61227,48549
1771,61182,48589
1772,61138,48629
1773,61092,48669
1774,61048,48709
1775,61003,48749
1776,60958,48789
1777,60913,48829
1778,60868,48869
1779,60823,48908
1780,60778,48948
1781,60733,48988
1782,60688,49028
1783,60644,49068
1784,60599,49108
1785,60554,49148
1786,60509,49188
1787,60464,49228
1788,60419,49268
1789,60374,49308
1790,60330,49348
1791,60285,49388
1792,60240,49428
1793,60195,49467
1794,60150,49507
1795,60105,49547
1796,60060,49587
1797,60016,49627
1798,59970,49667
1799,59926,49707
1800,59881,49747
1801,59836,49787
1802,59791,49827
1803,59746,49867
1804,59701,49907
1805,59656,49947
1806,59611,49987
1807,59566,50027
1808,59522,50067
1809,59477,50107
1810,59432,50147
1811,59387,50187
1812,59342,50227
1813,59297,50267
1814,59252,50307
1815,59208,50347
1816,59162,50386
1817,59118,50426
1818,59073,50466
1819,59028,50506
1820,58983,50546
1821,58938,50586
1822,58893,50626
1823,58848,50666
1824,58804,50706
1825,58759,50746
1826,58714,50786
1827,58669,50826
1828,58624,50866
1829,58579,50906
1830,58534,50946
1831,58490,50986
1832,58444,51026
1833,58400,51065
1834,58355,51105
1835,58310,51145
1836,58265,51185
1837,58220,51225
1838,58176,51265
1839,58130,51305
1840,58086,51345
1841,58041,51385
1842,57996,51425
1843,57951,51465
1844,57906,51505
1845,57861,51545
1846,57816,51585
1847,57772,51624
1848,57727,51664
1849,57682,51704
1850,57637,51744
1851,57592,51784
1852,57547,51824
1853,57502,51864
1854,57458,51904
1855,57412,51944
1856,57368,51984
1857,57323,52024
1858,57278,52064
1859,57233,52104
1860,57188,52144
1861,57143,52183
1862,57098,52223
1863,57054,52263
1864,57009,52303
1865,56964,52343
1866,56919,52383
1867,56874,52423
1868,56829,52463
1869,56784,52503
1870,56739,52543
1871,56694,52583
1872,56649,52623
1873,56604,52663
1874,56560,52703
1875,56515,52743
1876,56470,52783
1877,56425,52823
1878,56380,52862
1879,56335,52902
1880,56290,52942
1881,56245,52982
1882,56200,53022
1883,56156,53062
1884,56110,53102
1885,56066,53142
1886,56021,53182
1887,55976,53222
1888,55931,53262
1889,55886,53302
1890,55841,53342
1891,55796,53382
1892,55751,53421
1893,55706,53461
1894,55662,53501
1895,55617,53541
1896,55572,53581
1897,55527,53621
1898,55482,53661
1899,55437,53701
1900,55392,53741
1901,55348,53781
1902,55302,53821
1903,55258,53861
1904,55213,53901
1905,55168,53940
1906,55123,53980
1907,55078,54020
1908,55033,54060
1909,54988,54100
1910,54944,54140
1911,54899,54180
1912,54854,54220
1913,54809,54260
1914,54764,54300
1915,54719,54340
1916,54674,54380
1917,54629,54419
1918,54584,54459
1919,54539,54499
1920,54494,54539
1921,54450,54579
1922,54404,54619
1923,54360,54659
1924,54315,54699
1925,54270,54739
1926,54225,54779
1927,54180,54819
1928,54135,54859
1929,54090,54899
1930,54046,54938
1931,54001,54978
1932,53956,55018
1933,53911,55058
1934,53866,55098
1935,53821,55138
1936,53776,55178
1937,53731,55218
1938,53686,55258
1939,53642,55298
1940,53596,55337
1941,53552,55377
1942,53507,55417
1943,53462,55457
1944,53417,55497
1945,53372,55537
1946,53328,55577
1947,53283,55617
1948,53238,55657
1949,53193,55697
1950,53148,55737
1951,53104,55777
1952,53059,55816
1953,53014,55856
1954,52969,55896
1955,52924,55936
1956,52880,55976
1957,52834,56016
1958,52790,56056
1959,52745,56096
1960,52700,56135
1961,52655,56175
1962,52610,56215
1963,52565,56255
1964,52520,56295
1965,52476,56335
1966,52431,56375
1967,52386,56415
1968,52341,56455
1969,52296,56495
1970,52251,56535
1971,52206,56575
1972,52162,56614
1973,52117,56654
1974,52072,56694
1975,52027,56734
1976,51982,56774
1977,51937,56814
1978,51892,56854
1979,51848,56894
1980,51803,56934
1981,51758,56974
1982,51713,57014
1983,51668,57053
1984,51623,57093
1985,51578,57133
1986,51534,57173
1987,51489,57213
1988,51444,57253
1989,51399,57293
1990,51354,57333
1991,51309,57373
1992,51264,57413
1993,51219,57453
1994,51174,57492
1995,51130,57532
1996,51084,57572
1997,51040,57612
1998,50995,57652
1999,50950,57692
2000,50905,57732
2001,50860,57772
2002,50816,57812
2003,50770,57852
2004,50726,57892
2005,50681,57931
2006,50636,57971
2007,50591,58011
2008,50546,58051
2009,50502,58091
2010,50457,58131
2011,50412,58171
2012,50367,58211
2013,50322,58251
2014,50277,58291
2015,50232,58331
2016,50188,58371
2017,50142,58411
2018,50098,58450
2019,50053,58490
2020,50008,58530
2021,49963,58570
2022,49918,58610
2023,49873,58650
2024,49828,58690
2025,49784,58730
2026,49739,58770
2027,49694,58810
2028,49649,58850
2029,49604,58890
2030,49559,58929
2031,49514,58969
2032,49470,59009
2033,49424,59049
2034,49380,59089
2035,49335,59129
2036,49290,59169
2037,49245,59209
2038,49200,59249
2039,49156,59289
2040,49110,59329
2041,49066,59369
2042,49020,59409
2043,48976,59449
2044,48931,59489
2045,48886,59529
2046,48841,59569
2047,48796,59609
2048,48751,59649
2049,48706,59689
2050,48661,59729
2051,48616,59769
2052,48572,59809
2053,48526,59849
2054,48482,59889
2055,48437,59929
2056,48392,59969
2057,48347,60009
2058,48302,60049
2059,48257,60089
2060,48212,60129
2061,48168,60169
2062,48123,60208
2063,48078,60248
2064,48033,60288
2065,47988,60328
2066,47943,60368
2067,47898,60408
2068,47853,60448
2069,47808,60488
2070,47764,60528
2071,47719,60568
2072,47674,60608
2073,47629,60648
2074,47584,60688
2075,47539,60728
2076,47494,60768
2077,47450,60808
2078,47405,60848
2079,47360,60888
2080,47315,60928
2081,47270,60968
2082,47225,61008
2083,47180,61048
2084,47136,61088
2085,47090,61128
2086,47046,61168
2087,47001,61208
2088,46956,61248
2089,46911,61288
2090,46866,61328
2091,46821,61368
2092,46776,61408
2093,46732,61448
2094,46687,61488
2095,46642,61528
2096,46597,61568
2097,46552,61608
2098,46507,61648
2099,46462,61688
2100,46418,61728
2101,46373,61768
2102,46328,61808
2103,46283,61848
2104,46238,61888
2105,46193,61928
2106,46148,61968
2107,46104,62008
2108,46059,62048
2109,46014,62088
2110,45969,62128
2111,45924,62168
2112,45880,62208
2113,45835,62248
2114,45790,62288
2115,45745,62327
2116,45700,62367
2117,45656,62407
2118,45611,62447
2119,45566,62487
2120,45521,62527
2121,45476,62567
2122,45432,62607
2123,45387,62647
2124,45342,62687
2125,45297,62727
2126,45252,62767
2127,45208,62807
2128,45163,62847
2129,45118,62887
2130,45073,62927
2131,45028,62967
2132,44984,63007
2133,44939,63047
2134,44894,63087
2135,44849,63126
2136,44804,63166
2137,44760,63206
2138,44714,63246
2139,44670,63286
2140,44625,63326
2141,44580,63366
2142,44535,63406
2143,44490,63446
2144,44446,63486
2145,44401,63526
2146,44356,63566
2147,44311,63606
2148,44266,63646
2149,44222,63686
2150,44177,63725
2151,44132,63765
2152,44087,63805
2153,44042,63845
2154,43998,63885
2155,43953,63925
2156,43908,63965
2157,43863,64005
2158,43818,64045
2159,43773,64085
2160,43729,64125
2161,43684,64165
2162,43639,64205
2163,43594,64245
2164,43549,64285
2165,43504,64325
2166,43460,64364
2167,43415,64404
2168,43370,64444
2169,43325,64484
2170,43280,64524
2171,43236,64564
2172,43190,64604
2173,43146,64644
2174,43101,64684
2175,43056,64724
2176,43011,64764
2177,42966,64803
2178,42921,64843
2179,42876,64883
2180,42832,64923
2181,42787,64963
2182,42742,65003
2183,42697,65043
2184,42652,65083
2185,42607,65123
2186,42562,65163
2187,42517,65203
2188,42472,65243
2189,42428,65283
2190,42383,65323
2191,42338,65363
2192,42293,65403
2193,42248,65443
2194,42203,65483
2195,42158,65523
2196,42113,26
2197,42068,66
2198,42024,106
2199,41979,146
2200,41934,186
2201,41889,226
2202,41844,266
2203,41800,306
2204,41754,346
2205,41710,386
2206,41665,426
2207,41620,466
2208,41575,506
2209,41530,546
2210,41486,586
2211,41440,626
2212,41396,666
2213,41351,705
2214,41306,745
2215,41261,785
2216,41216,825
2217,41172,865
2218,41126,905
2219,41082,945
2220,41037,985
2221,40992,1025
2222,40947,1065
2223,40902,1105
2224,40857,1145
2225,40812,1185
2226,40768,1225
2227,40723,1265
2228,40678,1305
2229,40633,1345
2230,40588,1385
2231,40543,1424
2232,40498,1464
2233,40454,1504
2234,40409,1544
2235,40364,1584
2236,40319,1624
2237,40274,1664
2238,40229,1704
2239,40184,1744
2240,40140,1784
2241,40095,1824
2242,40050,1864
2243,40005,1904
2244,39960,1944
2245,39915,1984
2246,39870,2023
2247,39826,2064
2248,39780,2103
2249,39736,2143
2250,39691,2183
2251,39646,2223
2252,39601,2263
2253,39556,2303
2254,39511,2343
2255,39466,2383
2256,39421,2423
2257,39376,2463
2258,39332,2503
2259,39287,2543
2260,39242,2583
2261,39197,2623
2262,39152,2663
2263,39107,2703
2264,39062,2743
2265,39018,2783
2266,38972,2823
2267,38928,2863
2268,38883,2903
2269,38838,2943
2270,38793,2983
2271,38748,3023
2272,38703,3062
2273,38658,3102
2274,38614,3142
2275,38569,3182
2276,38524,3222
2277,38479,3262
2278,38434,3302
2279,38389,3342
2280,38344,3382
2281,38300,3422
2282,38254,3462
2283,38210,3502
2284,38165,3542
2285,38120,3582
2286,38075,3622
2287,38030,3662
2288,37985,3702
2289,37940,3742
2290,37896,3782
2291,37851,3822
2292,37806,3862
2293,37761,3901
2294,37716,3941
2295,37671,3981
2296,37626,4021
2297,37582,4061
2298,37537,4101
2299,37492,4141
2300,37447,4181
2301,37402,4221
2302,37357,4261
2303,37312,4301
2304,37268,4341
2305,37223,4381
2306,37178,4421
2307,37133,4461
2308,37088,4501
2309,37043,4541
2310,36998,4581
2311,36954,4621
2312,36909,4661
2313,36864,4701
2314,36819,4741
2315,36774,4781
2316,36730,4821
2317,36685,4861
2318,36640,4901
2319,36595,4941
2320,36550,4980
2321,36505,5020
2322,36460,5060
2323,36416,5100
2324,36370,5141
2325,36326,5180
2326,36281,5221
2327,36236,5260
2328,36191,5300
2329,36146,5340
2330,36102,5380
2331,36057,5421
2332,36012,5460
2333,35967,5500
2334,35922,5540
2335,35877,5580
2336,35832,5620
2337,35788,5660
2338,35742,5700
2339,35698,5740
2340,35653,5780
2341,35608,5820
2342,35563,5861
2343,35518,5901
2344,35474,5941
2345,35429,5981
2346,35384,6021
2347,35339,6061
2348,35294,6100
2349,35250,6140
2350,35205,6180
2351,35160,6220
2352,35115,6261
2353,35070,6300
2354,35026,6341
2355,34981,6380
2356,34936,6420
2357,34891,6460
2358,34846,6500
2359,34802,6540
2360,34757,6580
2361,34712,6620
2362,34667,6660
2363,34623,6700
2364,34578,6741
2365,34533,6781
2366,34488,6821
2367,34444,6861
2368,34399,6901
2369,34354,6941
2370,34309,6981
2371,34264,7021
2372,34220,7061
2373,34175,7101
2374,34130,7141
2375,34085,7181
2376,34040,7221
2377,33996,7261
2378,33951,7301
2379,33906,7341
2380,33862,7381
2381,33817,7421
2382,33772,7461
2383,33727,7501
2384,33682,7541
2385,33638,7581
2386,33593,7621
2387,33548,7661
2388,33504,7701
2389,33459,7741
2390,33414,7781
2391,33369,7821
2392,33324,7861
2393,33280,7901
2394,33235,7941
2395,33190,7981
2396,33146,8021
2397,33101,8061
2398,33056,8101
2399,33011,8141
2400,32966,8181
2401,32922,8221
2402,32877,8261
2403,32832,8301
2404,32788,8341
2405,32743,8381
2406,32698,8421
2407,32653,8461
2408,32608,8501
2409,32564,8541
2410,32519,8581
2411,32474,8621
2412,32430,8661
2413,32385,8701
2414,32340,8741
2415,32295,8781
2416,32250,8821
2417,32206,8861
2418,32161,8901
2419,32116,8941
2420,32072,8981
2421,32027,9021
2422,31982,9061
2423,31937,9101
2424,31892,9141
2425,31848,9181
2426,31803,9221
2427,31758,9261
2428,31713,9301
2429,31668,9341
2430,31624,9381
2431,31579,9421
2432,31534,9461
2433,31489,9501
2434,31444,9541
2435,31399,9581
2436,31354,9621
2437,31310,9661
2438,31265,9701
2439,31220,9741
2440,31176,9781
2441,31131,9821
2442,31086,9861
2443,31041,9901
2444,30996,9941
2445,30952,9981
2446,30907,10021
2447,30862,10061
2448,30817,10101
2449,30772,10141
2450,30728,10181
2451,30683,10221
2452,30638,10261
2453,30594,10301
2454,30549,10341
2455,30504,10381
2456,30459,10421
2457,30414,10461
2458,30370,10501
2459,30325,10541
2460,30280,10581
2461,30236,10621
2462,30191,10661
2463,30146,10701
2464,30101,10741
2465,30056,10781
2466,30012,10821
2467,29967,10861
2468,29922,10901
2469,29878,10941
2470,29833,10981
2471,29788,11021
2472,29744,11061
2473,29699,11101
2474,29654,11141
2475,29609,11181
2476,29565,11221
2477,29520,11261
2478,29475,11301
2479,29430,11341
2480,29386,11381
2481,29341,11421
2482,29296,11461
2483,29252,11501
2484,29207,11541
2485,29162,11581
2486,29117,11621
2487,29072,11661
2488,29028,11701
2489,28983,11741
2490,28938,11781
2491,28894,11821
2492,28849,11861
2493,28804,11901
2494,28759,11941
2495,28715,11981
2496,28670,12021
2497,28625,12061
2498,28580,12101
2499,28536,12141
2500,28491,12181
2501,28446,12221
2502,28402,12261
2503,28357,12301
2504,28312,12341
2505,28267,12381
2506,28222,12421
2507,28178,12461
2508,28133,12501
2509,28088,12541
2510,28044,12581
2511,27999,12621
2512,27954,12661
2513,27910,12701
2514,27865,12741
2515,27820,12781
2516,27775,12821
2517,27730,12861
2518,27686,12901
2519,27641,12941
2520,27596,12981
2521,27552,13021
2522,27507,13061
2523,27462,13101
2524,27417,13141
2525,27372,13180
2526,27328,13220
2527,27283,13260
2528,27238,13300
2529,27194,13340
2530,27149,13380
2531,27104,13420
2532,27060,13460
2533,27015,13500
2534,26970,13540
2535,26925,13580
2536,26880,13620
2537,26836,13660
2538,26791,13700
2539,26746,13740
2540,26702,13780
2541,26657,13820
2542,26612,13860
2543,26567,13900
2544,26522,13940
2545,26478,13980
2546,26433,14020
2547,26388,14060
2548,26344,14100
2549,26299,14140
2550,26254,14180
2551,26209,14220
2552,26165,14260
2553,26120,14300
2554,26075,14340
2555,26030,14380
2556,25986,14420
2557,25941,14460
2558,25896,14500
2559,25852,14540
2560,25807,14580
2561,25762,14620
2562,25717,14660
2563,25673,14700
2564,25628,14740
2565,25583,14780
2566,25538,14820
2567,25494,14860
2568,25449,14900
2569,25404,14940
2570,25360,14980
2571,25315,15020
2572,25270,15060
2573,25225,15100
2574,25180,15140
2575,25136,15180
2576,25091,15220
2577,25046,15260
2578,25002,15300
2579,24957,15340
2580,24912,15380
2581,24867,15420
2582,24822,15460
2583,24778,15500
2584,24733,15540
2585,24688,15580
2586,24644,15620
2587,24599,15660
2588,24554,15700
2589,24509,15740
2590,24464,15780
2591,24420,15820
2592,24375,15861
2593,24330,15901
2594,24285,15941
2595,24240,15981
2596,24196,16021
2597,24151,16061
2598,24106,16101
2599,24061,16141
2600,24016,16181
2601,23972,16221
2602,23927,16261
2603,23882,16301
2604,23837,16341
2605,23792,16381
2606,23748,16421
2607,23703,16461
2608,23658,16501
2609,23614,16541
2610,23569,16581
2611,23524,16621
2612,23479,16661
2613,23434,16701
2614,23390,16741
2615,23345,16781
2616,23300,16821
2617,23255,16861
2618,23210,16901
2619,23166,16941
2620,23121,16981
2621,23076,17021
2622,23032,17061
2623,22987,17101
2624,22942,17141
2625,22897,17181
2626,22852,17221
2627,22808,17261
2628,22763,17301
2629,22718,17341
2630,22674,17381
2631,22629,17421
2632,22584,17461
2633,22539,17501
2634,22494,17541
2635,22450,17581
2636,22405,17621
2637,22360,17661
2638,22315,17701
2639,22270,17741
2640,22226,17781
2641,22181,17821
2642,22136,17861
2643,22092,17901
2644,22047,17941
2645,22002,17981
2646,21957,18021
2647,21912,18061
2648,21868,18101
2649,21823,18141
2650,21778,18181
2651,21733,18221
2652,21689,18261
2653,21644,18301
2654,21599,18341
2655,21554,18381
2656,21510,18421
2657,21465,18461
2658,21420,18501
2659,21376,18541
2660,21331,18581
2661,21286,18621
2662,21241,18661
2663,21196,18701
2664,21152,18741
2665,21107,18781
2666,21062,18821
2667,21018,18861
2668,20973,18901
2669,20928,18941
2670,20883,18981
2671,20838,19021
2672,20794,19062
2673,20749,19102
2674,20704,19142
2675,20660,19182
2676,20615,19222
2677,20570,19262
2678,20525,19302
2679,20480,19342
2680,20436,19382
2681,20391,19422
2682,20346,19462
2683,20302,19502
2684,20257,19542
2685,20212,19582
2686,20167,19622
2687,20123,19662
2688,20078,19702
2689,20033,19742
2690,19988,19782
2691,19944,19822
2692,19899,19862
2693,19854,19902
2694,19810,19942
2695,19765,19983
2696,19720,20023
2697,19675,20063
2698,19630,20103
2699,19586,20143
2700,19541,20183
2701,19496,20223
2702,19452,20263
2703,19407,20303
2704,19362,20343
2705,19317,20383
2706,19272,20423
2707,19228,20463
2708,19183,20503
2709,19138,20543
2710,19094,20583
2711,19049,20623
2712,19004,20663
2713,18959,20704
2714,18915,20744
2715,18870,20784
2716,18825,20824
2717,18780,20864
2718,18736,20904
2719,18691,20944
2720,18646,20984
2721,18602,21024
2722,18557,21064
2723,18512,21104
2724,18467,21144
2725,18422,21185
2726,18378,21225
2727,18333,21265
2728,18288,21305
2729,18244,21345
2730,18199,21385
2731,18154,21425
2732,18110,21465
2733,18065,21505
2734,18020,21545
2735,17975,21585
2736,17930,21625
2737,17886,21665
2738,17841,21705
2739,17796,21745
2740,17752,21785
2741,17707,21826
2742,17662,21866
2743,17617,21906
2744,17572,21946
2745,17528,21986
2746,17483,22026
2747,17438,22066
2748,17394,22106
2749,17349,22146
2750,17304,22187
2751,17259,22227
2752,17214,22267
2753,17170,22307
2754,17125,22347
2755,17080,22387
2756,17035,22427
2757,16990,22467
2758,16946,22507
2759,16901,22547
2760,16856,22588
2761,16811,22628
2762,16766,22668
2763,16722,22708
2764,16677,22748
2765,16632,22788
2766,16588,22828
2767,16543,22868
2768,16498,22909
2769,16453,22949
2770,16408,22989
2771,16364,23029
2772,16319,23069
2773,16274,23109
2774,16229,23149
2775,16184,23189
2776,16140,23230
2777,16095,23270
2778,16050,23310
2779,16005,23350
2780,15960,23390
2781,15916,23430
2782,15871,23470
2783,15826,23511
2784,15781,23551
2785,15736,23591
2786,15692,23631
2787,15647,23671
2788,15602,23711
2789,15558,23751
2790,15513,23791
2791,15468,23832
2792,15423,23872
2793,15378,23912
2794,15334,23952
2795,15289,23992
2796,15244,24033
2797,15199,24073
2798,15154,24113
2799,15110,24153
2800,15065,24193
2801,15020,24233
2802,14975,24273
2803,14930,24313
2804,14886,24354
2805,14841,24394
2806,14796,24434
2807,14751,24474
2808,14706,24514
2809,14662,24554
2810,14617,24594
2811,14572,24635
2812,14527,24675
2813,14482,24715
2814,14438,24755
2815,14393,24795
2816,14348,24835
2817,14303,24875
2818,14258,24915
2819,14214,24956
2820,14169,24996
2821,14124,25036
2822,14080,25076
2823,14034,25116
2824,13990,25156
2825,13945,25196
2826,13900,25237
2827,13856,25277
2828,13810,25317
2829,13766,25357
2830,13721,25397
2831,13676,25437
2832,13631,25477
2833,13586,25517
2834,13542,25557
2835,13497,25598
2836,13452,25638
2837,13407,25678
2838,13362,25718
2839,13318,25758
2840,13273,25798
2841,13228,25838
2842,13183,25878
2843,13138,25919
2844,13094,25959
2845,13049,25999
2846,13004,26039
2847,12959,26079
2848,12914,26119
2849,12870,26159
2850,12825,26199
2851,12780,26239
2852,12736,26279
2853,12690,26319
2854,12646,26360
2855,12601,26400
2856,12556,26440
2857,12512,26480
2858,12467,26520
2859,12422,26560
2860,12377,26600
2861,12332,26640
2862,12288,26680
2863,12243,26720
2864,12198,26761
2865,12154,26801
2866,12109,26841
2867,12064,26881
2868,12020,26921
2869,11975,26961
2870,11930,27001
2871,11885,27041
2872,11841,27081
2873,11796,27121
2874,11751,27161
2875,11706,27201
2876,11662,27241
2877,11617,27281
2878,11572,27321
2879,11528,27361
2880,11483,27402
2881,11438,27442
2882,11394,27482
2883,11349,27522
2884,11304,27562
2885,11259,27602
2886,11215,27642
2887,11170,27682
2888,11125,27722
2889,11080,27762
2890,11036,27802
2891,10991,27842
2892,10946,27882
2893,10902,27922
2894,10857,27962
2895,10812,28002
2896,10768,28042
2897,10723,28082
2898,10678,28122
2899,10634,28162
2900,10589,28202
2901,10544,28242
2902,10499,28282
2903,10454,28322
2904,10410,28362
2905,10365,28402
2906,10320,28442
2907,10276,28482
2908,10231,28522
2909,10186,28562
2910,10141,28602
2911,10097,28642
2912,10052,28682
2913,10007,28722
2914,9962,28762
2915,9918,28802
2916,9873,28842
2917,9828,28882
2918,9784,28922
2919,9739,28962
2920,9694,29002
2921,9649,29042
2922,9604,29082
2923,9560,29122
2924,9515,29162
2925,9470,29202
2926,9426,29242
2927,9381,29282
2928,9336,29322
2929,9291,29362
2930,9246,29402
2931,9202,29442
2932,9157,29482
2933,9112,29522
2934,9068,29562
2935,9023,29602
2936,8978,29642
2937,8933,29682
2938,8888,29722
2939,8844,29762
2940,8799,29802
2941,8754,29842
2942,8710,29882
2943,8665,29922
2944,8620,29962
2945,8575,30002
2946,8531,30042
2947,8486,30082
2948,8441,30122
2949,8396,30162
2950,8352,30202
2951,8307,30242
2952,8262,30282
2953,8218,30322
2954,8173,30362
2955,8128,30402
2956,8083,30442
2957,8038,30482
2958,7994,30522
2959,7949,30562
2960,7904,30602
2961,7859,30643
2962,7814,30683
2963,7770,30723
2964,7725,30763
2965,7680,30803
2966,7636,30843
2967,7591,30883
2968,7546,30923
2969,7501,30963
2970,7456,31003
2971,7412,31043
2972,7367,31083
2973,7322,31123
2974,7278,31163
2975,7233,31203
2976,7188,31243
2977,7143,31283
2978,7098,31323
2979,7054,31363
2980,7009,31403
2981,6964,31443
2982,6919,31484
2983,6874,31524
2984,6830,31564
2985,6785,31604
2986,6740,31644
2987,6695,31684
2988,6650,31724
2989,6606,31764
2990,6561,31804
2991,6516,31845
2992,6471,31885
2993,6426,31925
2994,6382,31965
2995,6337,32005
2996,6292,32045
2997,6247,32085
2998,6202,32125
2999,6158,32166
